ID,date_of_donation,donor_link,donation_huf,donor_gender,publishing_name,donation_type
6121,2018. március 17. 04:50,https://elmenykulonitmeny.hu/jotekony-sportolo/racz-edina/,3000,male,gave_name,both_of_them
6122,2018. március 13. 14:02,https://elmenykulonitmeny.hu/jotekony-sportolo/racz-edina/,5000,female,gave_name,both_of_them
6123,2018. március 10. 17:43,https://elmenykulonitmeny.hu/jotekony-sportolo/racz-edina/,NA,female,gave_name,only_name
6124,2018. március 09. 01:01,https://elmenykulonitmeny.hu/jotekony-sportolo/racz-edina/,3000,male,gave_name,both_of_them
6125,2018. március 08. 20:52,https://elmenykulonitmeny.hu/jotekony-sportolo/racz-edina/,NA,female,gave_name,only_name
6126,2018. március 08. 20:41,https://elmenykulonitmeny.hu/jotekony-sportolo/racz-edina/,NA,female,gave_name,only_name
6127,2018. április 13. 21:28,https://elmenykulonitmeny.hu/jotekony-sportolo/teichter-janos/,3000,female,gave_name,both_of_them
6128,2018. április 11. 09:20,https://elmenykulonitmeny.hu/jotekony-sportolo/teichter-janos/,NA,NA,gave_name,only_name
6129,2018. április 10. 15:21,https://elmenykulonitmeny.hu/jotekony-sportolo/teichter-janos/,3000,female,gave_name,both_of_them
6130,2018. április 05. 09:06,https://elmenykulonitmeny.hu/jotekony-sportolo/teichter-janos/,NA,NA,anonymous,none_of_them
6131,2018. március 22. 17:06,https://elmenykulonitmeny.hu/jotekony-sportolo/teichter-janos/,NA,NA,anonymous,none_of_them
6132,2018. március 14. 17:13,https://elmenykulonitmeny.hu/jotekony-sportolo/teichter-janos/,10000,female,gave_name,both_of_them
6133,2018. március 12. 23:59,https://elmenykulonitmeny.hu/jotekony-sportolo/teichter-janos/,3000,male,gave_name,both_of_them
6134,2018. március 12. 15:53,https://elmenykulonitmeny.hu/jotekony-sportolo/teichter-janos/,NA,female,gave_name,only_name
6135,2018. március 12. 12:11,https://elmenykulonitmeny.hu/jotekony-sportolo/teichter-janos/,NA,NA,anonymous,none_of_them
6136,2018. március 12. 11:56,https://elmenykulonitmeny.hu/jotekony-sportolo/teichter-janos/,NA,female,gave_name,only_name
6137,2018. március 12. 11:52,https://elmenykulonitmeny.hu/jotekony-sportolo/teichter-janos/,NA,female,gave_name,only_name
6138,2018. március 07. 16:19,https://elmenykulonitmeny.hu/jotekony-sportolo/teichter-janos/,10000,female,gave_name,both_of_them
6139,2018. március 04. 17:27,https://elmenykulonitmeny.hu/jotekony-sportolo/teichter-janos/,5000,male,gave_name,both_of_them
6140,2018. március 04. 15:52,https://elmenykulonitmeny.hu/jotekony-sportolo/teichter-janos/,NA,female,gave_name,only_name
6141,2018. március 04. 15:34,https://elmenykulonitmeny.hu/jotekony-sportolo/teichter-janos/,NA,NA,anonymous,none_of_them
6142,2018. szeptember 05. 17:48,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,6000,female,gave_name,both_of_them
6143,2018. szeptember 04. 12:04,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,2000,female,gave_name,both_of_them
6144,2018. augusztus 03. 20:56,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,female,gave_name,only_name
6145,2018. augusztus 03. 11:09,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,female,gave_name,only_name
6146,2018. augusztus 02. 19:08,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,1000,female,gave_name,both_of_them
6147,2018. augusztus 02. 18:34,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,NA,anonymous,none_of_them
6148,2018. augusztus 02. 18:07,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,female,gave_name,only_name
6149,2018. augusztus 02. 17:08,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,female,gave_name,only_name
6150,2018. augusztus 02. 17:04,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,NA,anonymous,none_of_them
6151,2018. augusztus 02. 16:32,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,NA,anonymous,none_of_them
6152,2018. augusztus 02. 16:22,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,female,gave_name,only_name
6153,2018. augusztus 02. 16:17,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,female,gave_name,only_name
6154,2018. július 20. 15:34,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,NA,anonymous,none_of_them
6155,2018. július 14. 11:58,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,NA,anonymous,none_of_them
6156,2018. július 13. 21:11,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,NA,anonymous,none_of_them
6157,2018. június 23. 21:03,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,NA,anonymous,none_of_them
6158,2018. június 23. 17:31,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,2000,female,gave_name,both_of_them
6159,2018. június 21. 12:30,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,female,gave_name,only_name
6160,2018. június 20. 11:58,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,male,gave_name,only_name
6161,2018. június 15. 17:40,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,female,gave_name,only_name
6162,2018. június 14. 22:55,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,1000,NA,anonymous,only_money
6163,2018. június 14. 17:02,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,NA,gave_name,only_name
6164,2018. június 14. 17:00,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,3000,female,gave_name,both_of_them
6165,2018. május 18. 13:39,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,2000,female,gave_name,both_of_them
6166,2018. április 26. 11:27,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,3000,NA,anonymous,only_money
6167,2018. április 16. 17:14,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,5000,female,gave_name,both_of_them
6168,2018. április 15. 22:42,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,1000,female,gave_name,both_of_them
6169,2018. április 11. 20:55,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,1000,female,gave_name,both_of_them
6170,2018. április 11. 17:23,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,5000,female,gave_name,both_of_them
6171,2018. április 10. 21:32,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,3000,female,gave_name,both_of_them
6172,2018. április 10. 21:17,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,2000,female,gave_name,both_of_them
6173,2018. április 10. 19:07,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,1000,female,gave_name,both_of_them
6174,2018. április 10. 18:39,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,10000,female,gave_name,both_of_them
6175,2018. március 29. 15:16,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,10000,female,gave_name,both_of_them
6176,2018. március 26. 09:45,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,3000,NA,anonymous,only_money
6177,2018. március 19. 14:12,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,NA,anonymous,none_of_them
6178,2018. március 13. 17:59,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,NA,NA,anonymous,none_of_them
6179,2018. március 01. 09:01,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,10000,male,gave_name,both_of_them
6180,2018. február 27. 07:24,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,10000,female,gave_name,both_of_them
6181,2018. február 26. 10:38,https://elmenykulonitmeny.hu/jotekony-sportolo/fodor-alexandra/,3000,NA,anonymous,only_money
6182,2018. április 15. 10:15,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,NA,NA,gave_name,only_name
6183,2018. április 13. 17:06,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,2000,NA,gave_name,both_of_them
6184,2018. április 10. 14:24,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,NA,female,gave_name,only_name
6185,2018. Ăˇprilis 06. 22:34,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,6000,company,gave_name,both_of_them
6186,2018. Ăˇprilis 04. 10:31,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,3000,female,gave_name,both_of_them
6187,2018. Ăˇprilis 02. 21:19,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,10000,female,gave_name,both_of_them
6188,2018. mĂˇrcius 28. 20:20,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,NA,NA,anonymous,none_of_them
6189,2018. mĂˇrcius 23. 16:29,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,5000,female,gave_name,both_of_them
6190,2018. mĂˇrcius 21. 19:59,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,2500,female,gave_name,both_of_them
6191,2018. mĂˇrcius 20. 19:59,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,5000,female,gave_name,both_of_them
6192,2018. mĂˇrcius 19. 20:11,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,3000,male,gave_name,both_of_them
6193,2018. mĂˇrcius 19. 19:29,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,3000,female,gave_name,both_of_them
6194,2018. mĂˇrcius 13. 15:20,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,7000,female,gave_name,both_of_them
6195,2018. mĂˇrcius 10. 15:46,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,5000,female,gave_name,both_of_them
6196,2018. mĂˇrcius 09. 16:36,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,100000,male,gave_name,both_of_them
6197,2018. mĂˇrcius 08. 17:36,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,20000,male,gave_name,both_of_them
6198,2018. mĂˇrcius 08. 16:36,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,5200,male,gave_name,both_of_them
6199,2018. mĂˇrcius 07. 22:08,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,5000,female,gave_name,both_of_them
6200,2018. mĂˇrcius 06. 15:20,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,10000,female,gave_name,both_of_them
6201,2018. mĂˇrcius 06. 14:20,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,5000,female,gave_name,both_of_them
6202,2018. februĂˇr 23. 14:15,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,5000,female,gave_name,both_of_them
6203,2018. februĂˇr 23. 14:15,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,50000,company,gave_name,both_of_them
6204,2018. februĂˇr 22. 22:10,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,5000,female,gave_name,both_of_them
6205,2018. februĂˇr 19. 18:37,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,NA,NA,anonymous,none_of_them
6206,2018. februĂˇr 15. 18:52,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,50000,male,gave_name,both_of_them
6207,2018. februĂˇr 15. 18:49,https://elmenykulonitmeny.hu/jotekony-sportolo/petki-ildiko/,5000,female,gave_name,both_of_them
6208,2018. augusztus 10. 10:24,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,5012,female,gave_name,both_of_them
6209,2018. május 17. 13:56,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,2000,female,gave_name,both_of_them
6210,2018. május 14. 22:17,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,NA,male,gave_name,only_name
6211,2018. május 04. 09:57,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,5000,male,gave_name,both_of_them
6212,2018. április 26. 23:16,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,5000,female,gave_name,both_of_them
6213,2018. április 26. 20:20,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,NA,NA,anonymous,none_of_them
6214,2018. április 26. 18:54,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,5000,NA,anonymous,only_money
6215,2018. április 26. 18:54,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,NA,NA,anonymous,none_of_them
6216,2018. április 25. 12:57,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,5000,female,gave_name,both_of_them
6217,2018. április 25. 12:57,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,5000,female,gave_name,both_of_them
6218,2018. április 24. 10:57,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,3000,female,gave_name,both_of_them
6219,2018. április 24. 08:01,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,3000,female,gave_name,both_of_them
6220,2018. április 24. 07:10,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,10000,male,gave_name,both_of_them
6221,2018. április 24. 06:50,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,NA,female,gave_name,only_name
6222,2018. április 23. 22:21,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,NA,male,gave_name,only_name
6223,2018. április 16. 20:25,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,5000,female,gave_name,both_of_them
6224,2018. április 13. 17:06,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,3000,female,gave_name,both_of_them
6225,2018. április 11. 14:24,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,5000,male,gave_name,both_of_them
6226,2018. április 09. 14:29,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,NA,female,gave_name,only_name
6227,2018. április 05. 21:21,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,3000,female,gave_name,both_of_them
6228,2018. április 05. 10:33,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,2000,female,gave_name,both_of_them
6229,2018. április 05. 10:33,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,NA,female,gave_name,only_name
6230,2018. március 15. 09:50,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,3000,female,gave_name,both_of_them
6231,2018. március 14. 16:03,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,NA,female,gave_name,only_name
6232,2018. március 10. 16:15,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,10000,female,gave_name,both_of_them
6233,2018. március 08. 21:22,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,10000,female,gave_name,both_of_them
6234,2018. március 06. 00:11,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,5000,female,gave_name,both_of_them
6235,2018. február 28. 16:37,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,5000,male,gave_name,both_of_them
6236,2018. február 28. 16:37,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,3000,female,gave_name,both_of_them
6237,2018. február 21. 18:05,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,3000,female,gave_name,both_of_them
6238,2018. február 19. 16:44,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,NA,NA,anonymous,none_of_them
6239,2018. február 16. 19:53,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,5000,female,gave_name,both_of_them
6240,2018. február 16. 17:33,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,20000,male,gave_name,both_of_them
6241,2018. február 16. 16:56,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,5000,female,gave_name,both_of_them
6242,2018. február 16. 16:30,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,10000,female,gave_name,both_of_them
6243,2018. február 16. 11:14,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,2000,male,gave_name,both_of_them
6244,2018. február 16. 10:49,https://elmenykulonitmeny.hu/jotekony-sportolo/bartek-anett/,NA,female,gave_name,only_name
6245,2018. április 24. 19:11,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,4000,female,gave_name,both_of_them
6246,2018. április 24. 16:47,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,10000,NA,anonymous,only_money
6247,2018. április 11. 10:33,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,NA,NA,anonymous,none_of_them
6248,2018. április 09. 17:15,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,5000,male,gave_name,both_of_them
6249,2018. április 07. 21:53,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,5000,male,gave_name,both_of_them
6250,2018. április 05. 21:05,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,10000,female,gave_name,both_of_them
6251,2018. április 05. 15:11,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,NA,NA,anonymous,none_of_them
6252,2018. április 04. 16:38,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,10000,female,gave_name,both_of_them
6253,2018. április 04. 16:26,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,2000,female,gave_name,both_of_them
6254,2018. március 29. 12:22,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,2000,female,gave_name,both_of_them
6255,2018. március 29. 12:22,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,NA,NA,anonymous,none_of_them
6256,2018. március 23. 10:42,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,3000,male,gave_name,both_of_them
6257,2018. március 22. 22:53,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,11001,female,gave_name,both_of_them
6258,2018. március 22. 19:13,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,NA,female,gave_name,only_name
6259,2018. március 22. 17:06,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,2000,female,gave_name,both_of_them
6260,2018. március 13. 19:50,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,NA,female,gave_name,only_name
6261,2018. március 13. 14:11,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,5000,male,gave_name,both_of_them
6262,2018. március 13. 13:17,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,5000,female,gave_name,both_of_them
6263,2018. március 13. 12:21,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,NA,male,gave_name,only_name
6264,2018. március 10. 14:32,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,10000,female,gave_name,both_of_them
6265,2018. március 10. 13:16,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,NA,NA,anonymous,none_of_them
6266,2018. március 09. 15:00,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,15000,male,gave_name,both_of_them
6267,2018. február 19. 11:25,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,1000,male,gave_name,both_of_them
6268,2018. február 19. 11:21,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,5000,female,gave_name,both_of_them
6269,2018. februĂˇr 15. 13:22,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,10000,female,gave_name,both_of_them
6270,2018. februĂˇr 13. 15:23,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,20000,group,gave_name,both_of_them
6271,2018. februĂˇr 12. 21:12,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,NA,female,gave_name,only_name
6272,2018. februĂˇr 08. 14:55,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,NA,male,gave_name,only_name
6273,2018. februĂˇr 07. 13:20,https://elmenykulonitmeny.hu/jotekony-sportolo/pasztor-zita/,7500,male,gave_name,both_of_them
6274,2018. április 05. 21:05,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,5000,female,gave_name,both_of_them
6275,2018. március 26. 10:42,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,1000,male,gave_name,both_of_them
6276,2018. március 06. 12:54,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,1000,NA,anonymous,only_money
6277,2018. március 05. 10:25,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,3000,female,gave_name,both_of_them
6278,2018. február 21. 06:35,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,3000,NA,anonymous,only_money
6279,2018. február 19. 14:47,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,NA,NA,anonymous,none_of_them
6280,2018. február 17. 18:00,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,25000,male,gave_name,both_of_them
6281,2018. február 16. 09:48,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,NA,NA,anonymous,none_of_them
6282,2018. február 15. 20:55,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,8000,female,gave_name,both_of_them
6283,2018. február 14. 14:51,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,NA,NA,anonymous,none_of_them
6284,2018. február 13. 17:41,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,NA,NA,anonymous,none_of_them
6285,2018. februĂˇr 12. 14:57,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,50000,company,gave_name,both_of_them
6286,2018. februĂˇr 12. 13:01,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,NA,NA,anonymous,none_of_them
6287,2018. februĂˇr 08. 10:53,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,1000,NA,anonymous,only_money
6288,2018. februĂˇr 08. 08:30,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,NA,NA,anonymous,none_of_them
6289,2018. februĂˇr 08. 06:13,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,2000,NA,anonymous,only_money
6290,2018. februĂˇr 07. 15:13,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,NA,company,gave_name,only_name
6291,2018. februĂˇr 07. 14:08,https://elmenykulonitmeny.hu/jotekony-sportolo/pal-timea/,4000,female,gave_name,both_of_them
6292,2018. április 26. 19:29,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,2000,female,gave_name,both_of_them
6293,2018. április 13. 17:14,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6294,2018. április 13. 14:28,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,female,gave_name,only_name
6295,2018. április 12. 12:32,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6296,2018. április 11. 14:24,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,3000,female,gave_name,both_of_them
6297,2018. április 10. 12:13,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,6000,NA,gave_name,both_of_them
6298,2018. április 09. 12:01,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,3000,male,gave_name,both_of_them
6299,2018. április 06. 19:20,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6300,2018. április 06. 13:01,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,male,gave_name,only_name
6301,2018. április 06. 08:51,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6302,2018. április 05. 21:05,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6303,2018. április 05. 07:23,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,male,gave_name,only_name
6304,2018. április 04. 12:11,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,2000,female,gave_name,both_of_them
6305,2018. április 03. 19:51,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6306,2018. április 03. 14:08,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,5000,NA,anonymous,only_money
6307,2018. március 28. 12:22,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,female,gave_name,only_name
6308,2018. március 28. 09:59,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,female,gave_name,only_name
6309,2018. március 28. 09:24,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,12000,female,gave_name,both_of_them
6310,2018. március 28. 09:22,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6311,2018. március 28. 08:53,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,1000,male,gave_name,both_of_them
6312,2018. március 24. 18:59,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,gave_name,only_name
6313,2018. március 23. 10:43,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,female,gave_name,only_name
6314,2018. március 20. 09:12,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,20000,female,gave_name,both_of_them
6315,2018. március 14. 12:50,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,10000,NA,anonymous,only_money
6316,2018. március 13. 10:47,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,1000,male,gave_name,both_of_them
6317,2018. március 13. 10:20,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,male,gave_name,only_name
6318,2018. március 12. 16:11,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,5000,female,gave_name,both_of_them
